,extended,latitude,longitude,vicinity,multiple,success,suicide,attacktype1,targtype1,target1,individual,weaptype1,nkill,property,ishostkid,gname
1227,0,6.633477,124.600515,0,0.0,1,0,2,4,1276,0,5,4.0,1,0.0,New People's Army (NPA)
1228,0,12.367922,123.620761,0,0.0,1,0,1,2,1272,0,5,1.0,0,0.0,New People's Army (NPA)
1229,0,10.974698,124.893489,0,0.0,1,0,2,3,258,0,5,6.0,1,0.0,New People's Army (NPA)
1230,0,15.153002,120.591942,0,0.0,1,0,2,3,1269,0,5,0.0,1,0.0,New People's Army (NPA)
1231,0,14.596051,120.978666,0,0.0,1,0,1,14,1286,0,5,1.0,0,0.0,New People's Army (NPA)
1232,0,15.319526,120.937717,0,0.0,1,0,6,14,302,0,5,0.0,0,1.0,New People's Army (NPA)
1233,0,15.602634,121.051438,0,0.0,1,0,2,2,1283,0,5,3.0,1,0.0,New People's Army (NPA)
1234,0,6.895545,126.013997,0,0.0,1,0,1,4,1320,0,5,2.0,0,0.0,New People's Army (NPA)
1235,0,18.195807,120.592272,0,0.0,1,0,2,4,1323,0,5,1.0,1,0.0,New People's Army (NPA)
1236,0,8.801867,126.30035,0,0.0,1,0,2,4,332,0,5,42.0,1,0.0,New People's Army (NPA)
1237,0,12.26919,123.540417,0,0.0,1,0,3,3,1303,0,6,4.0,1,0.0,New People's Army (NPA)
1238,0,10.185557,123.11749,0,0.0,1,0,2,4,1266,0,5,2.0,-9,0.0,New People's Army (NPA)
1239,0,7.437136,125.812182,0,1.0,1,0,7,8,1273,0,8,0.0,1,0.0,New People's Army (NPA)
1240,0,12.21814,123.50951,1,1.0,1,0,2,3,1274,0,5,10.0,0,0.0,New People's Army (NPA)
1241,0,12.5677,123.7337,0,0.0,1,0,2,3,1287,0,5,0.0,1,0.0,New People's Army (NPA)
1242,0,9.78472,125.489693,0,0.0,1,0,1,3,1096,0,5,1.0,-9,0.0,New People's Army (NPA)
1243,0,8.217759,126.314871,0,0.0,1,0,2,3,1278,0,5,1.0,0,0.0,New People's Army (NPA)
1244,0,11.386903,122.780944,0,0.0,1,0,3,16,1307,0,6,0.0,1,0.0,New People's Army (NPA)
1245,0,10.801934,123.488506,0,0.0,1,0,3,16,1304,0,6,0.0,1,0.0,New People's Army (NPA)
1246,0,12.290946,123.703737,0,0.0,0,0,2,16,1294,0,5,0.0,0,0.0,New People's Army (NPA)
1247,0,16.105772,121.746511,0,0.0,1,0,7,1,1279,0,8,0.0,1,0.0,New People's Army (NPA)
1248,0,7.371271,125.49612,1,0.0,1,0,7,16,1317,0,8,0.0,1,0.0,New People's Army (NPA)
1249,0,9.77026,122.467818,0,0.0,1,0,7,16,1312,0,8,0.0,1,0.0,New People's Army (NPA)
1250,0,13.493886,123.325117,0,0.0,1,0,7,16,1305,0,8,0.0,1,0.0,New People's Army (NPA)
1251,0,9.02111,126.23167,0,0.0,1,0,7,1,1314,0,8,0.0,1,0.0,New People's Army (NPA)
1252,0,13.416,120.4623,0,0.0,1,0,7,16,1300,0,8,0.0,1,0.0,New People's Army (NPA)
1253,1,7.364962,125.853401,0,0.0,1,0,2,14,13,0,5,1.0,0,1.0,New People's Army (NPA)
1254,0,24.817011,93.936844,0,0.0,1,0,7,1,1296,0,8,0.0,1,0.0,New People's Army (NPA)
1255,0,8.280488,126.255202,0,0.0,1,0,2,3,1277,0,5,2.0,-9,0.0,New People's Army (NPA)
1256,0,6.809045,125.192555,0,0.0,1,0,7,1,911,0,8,0.0,1,0.0,New People's Army (NPA)
1257,0,13.132009,123.89089,0,0.0,1,0,2,4,1292,0,5,1.0,0,0.0,New People's Army (NPA)
1258,0,7.190952,125.461578,0,0.0,1,0,3,4,1302,0,6,1.0,0,0.0,New People's Army (NPA)
1259,0,10.916619,124.699994,0,0.0,1,0,2,4,1285,0,5,1.0,1,0.0,New People's Army (NPA)
1260,0,12.05,125.067,0,0.0,1,0,2,2,1288,0,5,0.0,1,0.0,New People's Army (NPA)
1261,0,8.941944,126.187778,0,0.0,1,0,7,1,1313,0,5,0.0,1,0.0,New People's Army (NPA)
1262,0,7.578889,125.998056,0,1.0,1,0,3,3,85,0,6,0.0,0,0.0,New People's Army (NPA)
1263,0,10.840278,123.499167,0,0.0,1,0,2,3,1271,0,5,3.0,1,0.0,New People's Army (NPA)
1264,1,16.753657,121.03983,0,0.0,1,0,6,3,85,0,5,3.0,0,-9.0,New People's Army (NPA)
1265,1,7.373618,125.949926,0,0.0,1,0,6,3,1297,0,5,1.0,0,1.0,New People's Army (NPA)
1266,0,13.071,123.598,0,1.0,1,0,2,4,1301,0,5,0.0,0,0.0,New People's Army (NPA)
1267,0,14.272535,121.453144,0,0.0,1,0,7,19,656,0,8,0.0,1,0.0,New People's Army (NPA)
1268,0,7.435278,125.225278,0,0.0,1,0,7,1,1281,0,8,0.0,1,0.0,New People's Army (NPA)
1269,0,6.95,125.05,0,1.0,1,0,3,1,1311,0,6,1.0,1,0.0,New People's Army (NPA)
1270,1,7.188989,125.456432,0,0.0,1,0,6,14,1293,0,5,1.0,0,1.0,New People's Army (NPA)
1271,0,10.3725,123.123611,0,0.0,1,0,7,1,1268,0,8,0.0,1,0.0,New People's Army (NPA)
1272,0,8.455393,125.159241,0,0.0,1,0,2,4,234,0,5,1.0,-9,0.0,New People's Army (NPA)
1273,0,13.882276,120.913666,0,0.0,1,0,7,19,656,0,5,0.0,1,0.0,New People's Army (NPA)
1274,0,6.154806,125.29006,0,0.0,1,0,2,4,1322,0,5,1.0,1,0.0,New People's Army (NPA)
1275,0,9.051549,118.049001,0,0.0,1,0,6,1,1318,0,8,0.0,1,1.0,New People's Army (NPA)
1276,0,6.748065,125.262741,0,1.0,1,0,2,3,282,0,5,3.0,-9,0.0,New People's Army (NPA)
1277,0,12.004208,123.998959,0,0.0,1,0,2,14,1326,0,5,1.0,0,0.0,New People's Army (NPA)
1278,0,9.000313,125.269224,0,0.0,1,0,2,3,234,0,6,0.0,-9,0.0,New People's Army (NPA)
1279,0,16.990875,120.73286,0,0.0,1,0,2,4,1267,0,5,3.0,0,0.0,New People's Army (NPA)
1280,0,10.663984,122.286655,0,0.0,1,0,3,4,59,0,6,0.0,1,0.0,New People's Army (NPA)
1281,0,7.833053,125.816497,0,1.0,1,0,3,4,1284,0,6,0.0,0,0.0,New People's Army (NPA)
1282,0,7.837468,125.611574,0,0.0,1,0,3,4,1298,0,6,2.0,0,0.0,New People's Army (NPA)
1283,0,7.28489,125.857258,0,0.0,1,0,3,4,59,0,6,0.0,1,0.0,New People's Army (NPA)
1284,0,8.818475,125.69826,0,0.0,1,0,2,4,12,0,5,2.0,0,0.0,New People's Army (NPA)
1285,0,7.149184,125.945636,0,0.0,0,0,2,4,48,0,5,0.0,0,0.0,New People's Army (NPA)
1286,0,14.283364,122.783469,0,0.0,1,0,7,1,1098,0,8,0.0,1,0.0,New People's Army (NPA)
1287,0,11.216977,122.434284,0,0.0,1,0,2,4,1291,0,5,0.0,0,0.0,New People's Army (NPA)
1288,0,12.159882,124.865646,0,0.0,1,0,2,4,1321,0,5,1.0,0,0.0,New People's Army (NPA)
1289,0,7.823071,126.055367,0,0.0,1,0,2,4,1290,0,5,1.0,0,0.0,New People's Army (NPA)
1290,0,12.622839,123.668206,0,0.0,1,0,2,14,1282,0,5,1.0,0,0.0,New People's Army (NPA)
1291,0,14.276771,122.705349,0,1.0,1,0,2,3,85,0,5,0.0,1,0.0,New People's Army (NPA)
1292,0,13.832023,122.877813,0,0.0,0,0,2,4,48,0,5,1.0,0,0.0,New People's Army (NPA)
1293,0,12.338,123.658997,0,0.0,1,0,3,4,1308,0,6,0.0,0,0.0,New People's Army (NPA)
1294,0,8.058913,125.861375,0,0.0,1,0,3,4,12,0,6,0.0,0,0.0,New People's Army (NPA)
1295,0,12.872289,124.009018,0,1.0,0,0,2,4,48,0,5,0.0,0,0.0,New People's Army (NPA)
1296,0,7.125629,125.963396,1,0.0,1,0,2,4,1310,0,5,3.0,0,0.0,New People's Army (NPA)
1297,0,8.113273,125.607828,1,1.0,1,0,2,14,1319,0,5,1.0,-9,0.0,New People's Army (NPA)
1298,1,8.892579,126.300309,0,0.0,1,0,6,14,1275,0,5,1.0,0,1.0,New People's Army (NPA)
1299,0,5.856886,125.006194,0,0.0,1,0,7,1,665,0,8,0.0,1,0.0,New People's Army (NPA)
1300,0,12.99271,124.014746,0,0.0,1,0,1,4,1299,0,5,1.0,0,0.0,New People's Army (NPA)
1301,0,7.833119,124.813742,0,0.0,1,0,3,3,12,0,6,1.0,1,0.0,New People's Army (NPA)
1302,0,10.786173,122.206377,0,1.0,1,0,7,1,1098,0,8,0.0,1,0.0,New People's Army (NPA)
1303,0,9.826864,122.642296,0,0.0,1,0,2,3,1276,0,5,2.0,0,0.0,New People's Army (NPA)
1304,0,7.189447,124.92525,0,0.0,1,0,3,3,250,0,6,0.0,1,0.0,New People's Army (NPA)
1305,0,10.716471,123.516044,0,0.0,1,0,2,4,1324,0,5,3.0,-9,0.0,New People's Army (NPA)
1306,0,7.734803,125.512622,0,0.0,0,0,2,4,1316,0,5,0.0,-9,0.0,New People's Army (NPA)
1307,0,9.420658,125.620484,0,1.0,1,0,3,4,48,0,6,0.0,1,0.0,New People's Army (NPA)
1308,0,17.568938,120.9834,0,1.0,1,0,5,3,282,0,5,0.0,1,1.0,New People's Army (NPA)
1309,0,7.730071,125.099395,0,0.0,0,0,2,4,48,0,5,0.0,0,0.0,New People's Army (NPA)
1310,0,16.983334,122.01667,0,0.0,0,0,2,4,55,0,5,0.0,0,0.0,New People's Army (NPA)
1311,0,14.15551,121.566027,0,0.0,1,0,2,3,85,0,5,0.0,0,0.0,New People's Army (NPA)
1312,0,16.670136,121.717106,0,0.0,1,0,4,1,425,0,8,0.0,1,1.0,New People's Army (NPA)
1313,1,9.05,125.9,0,1.0,1,0,6,4,1309,0,5,0.0,0,1.0,New People's Army (NPA)
1314,0,7.485713,125.044323,0,0.0,0,0,2,3,12,0,5,1.0,0,0.0,New People's Army (NPA)
1315,0,10.117858,123.224263,0,0.0,1,0,1,14,1289,0,5,1.0,0,0.0,New People's Army (NPA)
1316,1,8.866664,126.036107,0,0.0,1,0,6,4,1325,0,5,1.0,0,1.0,New People's Army (NPA)
1317,0,18.220096,121.827532,0,1.0,1,0,5,14,466,0,5,0.0,1,1.0,New People's Army (NPA)
1318,0,12.1,-84.9,0,0.0,1,0,2,4,678,0,5,41.0,1,0.0,Nicaraguan Democratic Force (FDN)
1319,0,12.810234,-85.786635,0,0.0,1,0,2,4,672,0,5,75.0,1,0.0,Nicaraguan Democratic Force (FDN)
1320,0,13.330532,-86.1624,1,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1321,0,14.60296,-84.03756,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1322,0,12.73797,-86.21399,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1323,0,13.841425,-86.193928,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1324,0,14.065404,-86.024135,0,0.0,1,0,2,14,1342,0,5,18.0,1,1.0,Nicaraguan Democratic Force (FDN)
1325,0,13.131923,-86.345742,0,0.0,1,0,2,4,704,0,5,2.0,1,0.0,Nicaraguan Democratic Force (FDN)
1326,0,12.538409,-85.573921,1,0.0,1,0,7,19,1335,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1327,0,13.195382,-86.167644,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1328,0,13.564854,-86.028297,1,0.0,1,0,2,4,1364,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1329,0,13.662336,-86.437449,0,0.0,1,0,2,4,672,0,5,16.0,1,0.0,Nicaraguan Democratic Force (FDN)
1330,0,11.948379,-86.300271,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1331,0,13.746389,-86.709722,0,0.0,0,0,3,19,1362,0,6,0.0,0,0.0,Nicaraguan Democratic Force (FDN)
1332,0,12.481654,-87.173207,0,0.0,1,0,3,1,1358,0,5,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
1333,0,12.19896,-86.7622,0,0.0,1,0,3,21,1341,0,6,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1334,0,12.833333,-87.366667,0,0.0,1,0,6,4,672,0,5,1.0,1,1.0,Nicaraguan Democratic Force (FDN)
1335,0,13.759041,-86.017217,0,0.0,1,0,2,4,678,0,5,3.0,1,0.0,Nicaraguan Democratic Force (FDN)
1336,0,13.698495,-85.77846,1,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1337,0,13.642491,-86.309214,0,0.0,1,0,2,14,1330,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1338,0,13.00583,-87.50278,0,0.0,1,0,3,11,1348,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1339,0,12.398896,-86.813327,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1340,0,12.96361,-86.81472,0,0.0,1,0,3,21,1339,0,6,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1341,0,13.37984,-86.48075,0,0.0,1,0,2,4,672,0,5,12.0,1,0.0,Nicaraguan Democratic Force (FDN)
1342,0,13.367126,-85.672322,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1343,0,13.45396,-85.64027,0,0.0,1,0,2,4,672,0,5,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
1344,0,13.45327,-86.029633,0,0.0,1,0,2,14,1350,0,5,13.0,1,0.0,Nicaraguan Democratic Force (FDN)
1345,0,12.333333,-86.783333,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1346,0,11.01844,-84.39811,0,0.0,1,0,2,1,1371,0,5,16.0,1,0.0,Nicaraguan Democratic Force (FDN)
1347,0,13.48082,-86.58208,0,0.0,1,0,2,14,1369,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1348,0,12.509204,-86.661108,0,0.0,1,0,2,14,1346,0,5,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
1349,0,12.17609,-86.03771,0,0.0,1,0,2,14,1344,0,5,4.0,1,0.0,Nicaraguan Democratic Force (FDN)
1350,0,11.95,-85.216667,0,0.0,1,0,2,14,1334,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1351,0,13.564251,-86.02984,0,0.0,1,0,2,4,672,0,5,12.0,1,0.0,Nicaraguan Democratic Force (FDN)
1352,0,13.031591,-85.641009,0,0.0,1,0,2,14,1352,0,5,8.0,1,0.0,Nicaraguan Democratic Force (FDN)
1353,0,13.62679,-85.8254,0,0.0,1,0,2,4,672,0,5,93.0,1,0.0,Nicaraguan Democratic Force (FDN)
1354,0,13.360614,-86.398154,0,0.0,1,0,2,4,672,0,5,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
1355,0,12.800014,-85.133347,0,0.0,1,0,2,2,1368,0,5,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
1356,0,13.45504,-86.405758,0,0.0,1,0,3,9,1373,0,6,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1357,0,11.949718,-86.128692,1,0.0,1,0,2,14,1333,0,5,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
1358,0,13.16888,-85.97565,0,0.0,1,0,2,1,1354,0,5,12.0,1,0.0,Nicaraguan Democratic Force (FDN)
1359,0,12.933056,-86.348611,0,0.0,1,0,2,4,678,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1360,0,13.611277,-84.866885,1,0.0,1,0,3,2,1360,0,6,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1361,0,13.091683,-86.000314,0,0.0,1,0,3,19,1332,0,6,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1362,0,11.984997,-86.384759,1,0.0,1,0,3,21,1366,0,6,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
1363,0,13.041707,-86.905374,0,0.0,1,0,3,21,670,0,6,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
1364,0,13.35664,-86.26401,0,0.0,1,0,2,4,672,0,5,7.0,1,0.0,Nicaraguan Democratic Force (FDN)
1365,0,13.927562,-84.404596,0,0.0,1,0,2,2,1359,0,5,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
1366,0,12.984322,-86.963095,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1367,0,13.41367,-86.398163,0,0.0,1,0,3,2,1331,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1368,0,12.822269,-86.002138,1,0.0,1,0,3,19,1357,0,5,3.0,1,0.0,Nicaraguan Democratic Force (FDN)
1369,0,12.10629,-85.36452,0,0.0,1,0,2,2,1347,0,5,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
1370,0,13.333325,-85.372013,0,0.0,1,0,2,4,332,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1371,0,13.835758,-85.869174,0,0.0,1,0,2,4,332,0,5,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
1372,0,12.836184,-85.934374,0,0.0,1,0,2,4,332,0,5,3.0,1,0.0,Nicaraguan Democratic Force (FDN)
1373,0,13.69517,-84.85311,0,0.0,1,0,2,2,1361,0,5,3.0,1,0.0,Nicaraguan Democratic Force (FDN)
1374,0,12.96589,-86.231407,0,0.0,1,0,2,4,332,0,5,12.0,1,0.0,Nicaraguan Democratic Force (FDN)
1375,1,11.695904,-84.446147,0,0.0,1,0,2,2,1345,0,5,4.0,1,1.0,Nicaraguan Democratic Force (FDN)
1376,0,11.76115,-85.893944,0,0.0,1,0,2,4,332,0,5,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
1377,0,13.84504,-84.67929,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1378,0,12.34294,-83.67123,0,0.0,1,0,3,14,1351,0,5,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
1379,0,12.93808,-86.27218,0,0.0,1,0,2,4,683,0,5,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
1380,0,12.122619,-84.47239,0,0.0,1,0,7,1,1363,0,5,18.0,1,0.0,Nicaraguan Democratic Force (FDN)
1381,0,13.78108,-86.5534,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1382,0,11.88333,-86.01667,0,1.0,1,0,2,1,59,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1383,0,12.293445,-84.411145,1,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1384,0,13.27624,-86.87844,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1385,0,12.71321,-86.511845,0,0.0,1,0,2,14,1367,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1386,0,12.216667,-84.033333,0,0.0,1,0,2,14,1336,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1387,0,13.130707,-85.971684,1,0.0,1,0,3,2,1370,0,6,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1388,0,12.893423,-85.136456,0,0.0,1,0,2,4,672,0,5,2.0,1,0.0,Nicaraguan Democratic Force (FDN)
1389,0,12.069311,-84.539748,0,0.0,1,0,2,14,1365,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1390,0,12.3089,-86.78852,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1391,0,11.676334,-84.702872,0,0.0,1,0,2,4,683,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1392,0,14.40704,-83.87698,0,0.0,1,0,2,4,704,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1393,0,12.492724,-85.520024,0,0.0,1,0,2,4,672,0,5,22.0,1,0.0,Nicaraguan Democratic Force (FDN)
1394,0,13.243611,-85.89596,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1395,0,11.966667,-85.166667,0,0.0,1,0,6,1,1337,0,5,1.0,1,1.0,Nicaraguan Democratic Force (FDN)
1396,0,12.49104,-86.28169,0,0.0,1,0,2,4,672,0,5,10.0,1,0.0,Nicaraguan Democratic Force (FDN)
1397,0,11.26093,-85.77908,0,0.0,1,0,2,1,1334,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
1398,0,12.879978,-85.412025,1,0.0,1,0,2,2,1372,0,5,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
1399,0,13.6772,-86.3153,0,0.0,1,0,3,16,1355,0,6,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
1400,0,11.727473,-86.21585,0,0.0,1,0,2,1,1343,0,5,8.0,1,0.0,Nicaraguan Democratic Force (FDN)
1401,0,31.771599,35.2034,0,0.0,1,0,3,14,1418,0,6,2.0,1,0.0,Palestinians
1402,0,32.222271,35.253506,0,0.0,0,0,7,2,1374,0,8,0.0,1,0.0,Palestinians
1403,0,32.08297,34.811886,1,0.0,1,0,3,4,1402,0,6,7.0,1,0.0,Palestinians
1404,0,32.178344,34.907985,0,0.0,1,0,3,14,1441,0,6,0.0,1,0.0,Palestinians
1405,0,31.530243,35.094162,0,0.0,1,0,3,15,1399,0,6,0.0,1,0.0,Palestinians
1406,0,31.704338,35.194355,0,0.0,1,0,2,3,1409,0,8,0.0,1,0.0,Palestinians
1407,0,31.502407,34.459743,0,0.0,1,0,3,14,1414,0,6,0.0,1,0.0,Palestinians
1408,0,31.830866,34.955151,0,0.0,1,0,3,14,1430,0,6,0.0,1,0.0,Palestinians
1409,0,32.788284,35.521675,0,0.0,1,0,3,14,433,0,6,0.0,1,0.0,Palestinians
1410,0,30.933888,35.378208,1,0.0,1,0,2,14,1443,0,5,0.0,1,0.0,Palestinians
1411,0,31.670221,34.576403,1,0.0,1,0,3,4,1400,0,6,0.0,0,0.0,Palestinians
1412,0,31.907141,35.198219,0,0.0,1,0,2,14,1427,0,8,1.0,1,0.0,Palestinians
1413,0,31.070501,35.030529,0,0.0,1,0,3,14,1390,0,6,0.0,1,0.0,Palestinians
1414,0,31.803923,35.325162,0,0.0,0,0,3,1,1447,0,6,0.0,0,0.0,Palestinians
1415,0,32.243008,35.456097,0,0.0,1,0,2,4,788,0,5,1.0,1,0.0,Palestinians
1416,0,32.460617,35.301247,0,0.0,1,0,2,4,1415,0,8,0.0,1,0.0,Palestinians
1417,0,31.248484,34.787853,0,0.0,0,0,3,8,51,0,6,0.0,0,0.0,Palestinians
1418,0,33.888523,35.503513,0,0.0,1,0,3,7,1426,0,6,0.0,1,0.0,Palestinians
1419,0,33.550434,35.370964,0,0.0,1,0,3,4,1395,0,6,0.0,1,0.0,Palestinians
1420,0,32.004264,35.276546,0,0.0,1,0,2,19,1327,0,8,0.0,0,0.0,Palestinians
1421,0,32.581387,35.182465,0,0.0,1,0,1,4,1377,0,9,1.0,0,0.0,Palestinians
1422,0,33.004219,35.092571,0,0.0,1,0,3,14,1432,0,6,0.0,1,0.0,Palestinians
1423,0,32.113445,35.077565,0,0.0,1,0,1,2,1424,0,5,1.0,0,0.0,Palestinians
1424,0,31.356553,34.326901,0,0.0,1,0,2,4,1431,0,5,0.0,1,0.0,Palestinians
1425,0,31.278791,34.256435,0,0.0,1,0,1,14,1442,0,5,1.0,0,0.0,Palestinians
1426,0,31.346964,34.30143,0,0.0,1,0,1,14,1401,0,9,1.0,0,0.0,Palestinians
1427,0,32.283429,35.384778,0,0.0,1,0,1,14,1384,0,9,1.0,0,0.0,Palestinians
1428,0,32.83333,35.33333,0,0.0,1,0,2,14,1420,0,8,0.0,1,0.0,Palestinians
1429,0,32.322744,34.853921,0,0.0,0,0,1,14,1398,0,9,0.0,0,0.0,Palestinians
1430,0,32.405292,35.201729,1,0.0,1,0,2,19,1406,0,5,0.0,1,0.0,Palestinians
1431,0,31.783739,35.160804,0,0.0,0,0,3,14,1391,0,6,0.0,1,0.0,Palestinians
1432,0,32.410221,35.281722,0,0.0,1,0,8,4,12,0,9,0.0,1,0.0,Palestinians
1433,0,32.409504,35.28063,0,0.0,1,0,1,14,1396,0,5,1.0,0,0.0,Palestinians
1434,0,32.246808,35.48904,0,0.0,0,0,1,14,1421,0,9,0.0,0,0.0,Palestinians
1435,0,33.208716,35.572618,0,0.0,1,0,3,2,1429,0,6,1.0,1,0.0,Palestinians
1436,0,33.246259,35.5001,1,0.0,1,0,3,4,332,0,6,0.0,1,0.0,Palestinians
1437,0,41.842602,-87.681229,0,0.0,1,0,7,8,1383,0,8,0.0,1,0.0,Palestinians
1438,0,31.418909,34.352605,0,0.0,1,0,8,4,1433,0,9,0.0,1,0.0,Palestinians
1439,0,31.308194,34.287996,1,0.0,1,0,2,4,12,0,5,0.0,1,0.0,Palestinians
1440,0,31.355579,34.274364,0,0.0,1,0,3,14,1405,0,6,0.0,-9,0.0,Palestinians
1441,0,6.313712,-73.950146,0,0.0,1,0,2,3,1521,0,5,1.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
1442,0,3.99759,-74.4995,0,0.0,1,0,6,14,459,0,5,7.0,1,1.0,Revolutionary Armed Forces of Colombia (FARC)
1443,0,8.402925,-75.899867,0,0.0,1,0,1,14,1457,0,5,7.0,0,0.0,Revolutionary Armed Forces of Colombia (FARC)
1444,0,2.535935,-75.52767,0,0.0,1,0,1,3,1503,0,5,2.0,0,0.0,Revolutionary Armed Forces of Colombia (FARC)
1445,0,6.828333,-75.513056,0,0.0,0,0,1,1,1468,0,5,0.0,0,0.0,Revolutionary Armed Forces of Colombia (FARC)
1446,0,1.97449,-75.93196,0,0.0,1,0,2,4,683,0,5,2.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
1447,0,2.243589,-77.010385,0,0.0,1,0,2,4,683,0,5,1.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
1448,0,4.06052,-74.692318,0,0.0,1,0,2,3,1499,0,5,1.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
1449,0,2.77772,-75.25743,0,0.0,0,0,3,14,1524,0,6,2.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
1450,0,2.47973,-72.95746,0,0.0,1,0,6,4,1454,0,5,0.0,0,1.0,Revolutionary Armed Forces of Colombia (FARC)
1451,0,3.40001,-76.23336,0,0.0,1,0,2,3,1480,0,5,0.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
1452,0,5.21389,-72.86952,0,0.0,1,0,5,14,1530,0,5,0.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
1453,0,3.24114,-74.35539,0,0.0,1,0,2,4,1474,0,5,0.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
1454,0,6.643708,-73.653621,1,1.0,1,0,3,21,1467,0,6,0.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
1455,0,3.27199,-73.087749,0,0.0,1,0,7,1,1511,0,8,0.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
1456,0,5.25001,-70.26667,0,0.0,1,0,2,4,1517,0,5,1.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
1457,0,8.25749,-76.14641,0,0.0,1,0,2,14,1513,0,5,2.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
1458,0,3.420628,-76.522119,0,0.0,1,0,1,2,1504,0,5,2.0,0,0.0,Revolutionary Armed Forces of Colombia (FARC)
