,extended,latitude,longitude,vicinity,multiple,success,suicide,attacktype1,targtype1,target1,individual,weaptype1,nkill,property,ishostkid,gname
983,0,8.53839,80.49328,1,0.0,1,0,3,3,972,0,6,0.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
984,0,7.785857,81.589802,0,0.0,1,0,3,4,958,0,6,3.0,-9,0.0,Liberation Tigers of Tamil Eelam (LTTE)
985,0,6.022103,80.799766,0,0.0,1,1,3,4,965,0,6,16.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
986,0,8.692733,81.188529,0,0.0,1,0,2,14,13,0,5,2.0,0,0.0,Liberation Tigers of Tamil Eelam (LTTE)
987,0,7.079678,79.890976,0,0.0,1,0,3,2,479,0,6,2.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
988,0,8.757816,80.487907,0,0.0,1,0,2,14,980,0,5,1.0,0,0.0,Liberation Tigers of Tamil Eelam (LTTE)
989,0,24.801749,92.944764,0,0.0,1,0,2,1,1007,0,5,8.0,0,0.0,Liberation Tigers of Tamil Eelam (LTTE)
990,0,7.323151,80.624843,0,0.0,1,0,3,19,1021,0,6,0.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
991,0,5.944433,80.549945,0,0.0,1,1,3,14,13,0,6,10.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
992,0,-33.366238,-70.505302,0,0.0,1,0,3,1,1029,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
993,0,-36.816006,-73.037659,0,0.0,1,0,3,19,1081,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
994,0,-33.686068,-71.216633,0,0.0,1,0,3,19,56,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
995,0,-36.823788,-72.668472,0,1.0,1,0,3,21,692,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
996,0,-34.170331,-70.740822,0,0.0,1,0,3,21,670,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
997,0,-36.748146,-73.11232,0,0.0,1,0,3,3,1053,0,6,1.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
998,0,-33.050125,-71.612251,0,1.0,1,0,7,19,56,0,8,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
999,0,-35.43058,-71.65762,0,1.0,1,0,3,2,1082,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
1000,0,-33.010693,-71.527794,0,0.0,1,0,3,2,1025,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
1001,0,-33.024705,-71.552216,0,1.0,1,0,3,21,1034,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
1002,0,-11.967368,-76.978462,0,0.0,1,0,3,1,1071,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
1003,0,-29.906897,-71.25103,0,0.0,1,0,3,14,1047,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
1004,0,-37.029655,-73.144447,0,0.0,1,0,3,21,724,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
1005,0,-37.092019,-73.154582,0,0.0,1,0,3,21,1058,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
1006,0,-38.734133,-72.584651,0,0.0,1,0,3,21,724,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
1007,0,22.258652,71.192381,0,0.0,1,0,6,2,1121,0,5,0.0,0,1.0,Maoists
1008,0,26.809932,88.009847,0,0.0,1,0,2,8,1095,0,9,0.0,0,0.0,Maoists
1009,0,27.862527,85.113974,0,1.0,1,0,7,3,1107,0,5,0.0,1,0.0,Maoists
1010,0,27.708754,85.329498,0,0.0,1,0,3,10,1126,0,6,0.0,1,0.0,Maoists
1011,0,29.231273,80.650008,0,0.0,1,0,3,2,1120,0,6,0.0,1,0.0,Maoists
1012,0,27.666612,86.050411,1,0.0,1,0,3,19,1143,0,6,2.0,1,0.0,Maoists
1013,0,27.021345,87.470224,0,0.0,1,0,3,4,1117,0,6,12.0,0,0.0,Maoists
1014,0,26.760601,85.926979,0,0.0,1,0,3,3,1139,0,6,4.0,1,0.0,Maoists
1015,0,29.483192,81.400457,0,0.0,1,0,3,14,1130,0,6,1.0,1,0.0,Maoists
1016,0,27.686766,85.202357,0,1.0,1,0,3,3,1133,0,6,6.0,1,0.0,Maoists
1017,0,26.782869,85.277592,0,0.0,1,0,3,2,1118,0,6,0.0,1,0.0,Maoists
1018,0,27.66897,85.319824,0,0.0,1,0,2,19,1127,0,5,1.0,0,0.0,Maoists
1019,0,24.493242,84.985655,0,0.0,1,0,3,8,1147,0,6,0.0,1,0.0,Maoists
1020,0,23.846121,84.816828,0,0.0,1,0,3,3,1096,0,6,3.0,1,0.0,Maoists
1021,0,18.583752,80.769661,0,0.0,1,0,2,1,1128,0,5,0.0,1,0.0,Maoists
1022,0,18.184536,81.411415,0,0.0,1,0,3,3,1099,0,6,2.0,1,0.0,Maoists
1023,1,24.177863,86.306667,0,0.0,1,0,6,1,1129,0,5,0.0,1,1.0,Maoists
1024,0,23.91925,84.291076,0,0.0,1,0,3,3,250,0,6,0.0,1,0.0,Maoists
1025,0,19.598623,80.226578,0,0.0,1,0,1,14,1091,0,5,1.0,0,0.0,Maoists
1026,0,24.165471,86.223142,0,0.0,1,0,5,1,1098,0,5,0.0,1,1.0,Maoists
1027,0,18.855598,82.736167,1,0.0,1,0,3,4,344,0,6,1.0,1,0.0,Maoists
1028,0,25.156571,84.421409,1,0.0,0,0,3,3,85,0,6,0.0,0,0.0,Maoists
1029,0,19.414501,80.590422,1,0.0,0,0,2,3,12,0,5,0.0,0,0.0,Maoists
1030,0,18.8,80.8167,0,0.0,1,0,1,17,1132,0,5,2.0,1,0.0,Maoists
1031,0,24.528349,84.590579,1,0.0,1,0,3,4,48,0,6,0.0,0,0.0,Maoists
1032,0,22.585272,87.049698,1,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Maoists
1033,0,24.92326,86.220238,0,0.0,1,0,3,21,1109,0,6,0.0,1,0.0,Maoists
1034,0,24.656056,84.435647,1,1.0,1,0,3,3,289,0,6,0.0,1,0.0,Maoists
1035,1,18.139245,81.852386,0,1.0,1,0,6,14,1100,0,5,1.0,0,1.0,Maoists
1036,0,20.261553,81.460083,0,1.0,0,0,3,2,1124,0,6,0.0,0,0.0,Maoists
1037,0,13.37129,75.198311,1,0.0,1,0,7,3,1140,0,5,0.0,1,0.0,Maoists
1038,0,24.871535,86.207106,0,0.0,1,0,7,1,911,0,8,0.0,1,0.0,Maoists
1039,1,18.740279,82.642942,0,0.0,1,0,6,8,1135,0,5,0.0,0,1.0,Maoists
1040,0,23.165614,84.516234,0,0.0,1,0,7,14,1115,0,8,0.0,1,0.0,Maoists
1041,0,17.941971,81.103753,1,0.0,1,0,3,3,12,0,6,2.0,0,0.0,Maoists
1042,0,22.451393,86.992203,0,0.0,0,0,2,3,1110,0,5,0.0,0,0.0,Maoists
1043,0,18.505515,81.555435,0,1.0,1,0,7,2,1134,0,5,0.0,-9,0.0,Maoists
1044,0,18.701834,80.994267,0,0.0,1,0,2,3,85,0,5,1.0,0,0.0,Maoists
1045,0,18.343586,81.882528,0,0.0,1,0,3,4,781,0,6,0.0,0,0.0,Maoists
1046,0,21.111097,85.825586,0,0.0,0,0,3,4,0,0,6,0.0,0,0.0,Maoists
1047,0,20.200051,83.916612,0,1.0,1,0,6,2,1146,0,5,1.0,0,1.0,Maoists
1048,0,17.938513,81.133357,1,0.0,1,0,2,4,1106,0,5,10.0,0,0.0,Maoists
1049,0,18.889334,80.320046,0,0.0,1,0,2,3,1142,0,5,0.0,0,0.0,Maoists
1050,0,25.067626,86.695582,0,0.0,1,0,7,14,56,0,8,0.0,1,0.0,Maoists
1051,0,24.357421,87.422726,1,0.0,0,0,2,4,12,0,5,0.0,0,0.0,Maoists
1052,0,17.408542,82.715443,1,0.0,1,0,3,3,1093,0,6,0.0,0,0.0,Maoists
1053,0,19.984386,80.719147,0,0.0,1,0,3,3,1108,0,6,0.0,0,0.0,Maoists
1054,0,20.27,81.49,0,0.0,1,0,2,4,12,0,5,2.0,0,0.0,Maoists
1055,0,20.186773,81.081073,0,0.0,1,0,6,1,1105,0,5,0.0,0,1.0,Maoists
1056,1,19.175051,81.246376,0,1.0,1,0,6,1,1088,0,5,0.0,0,1.0,Maoists
1057,0,23.815092,84.199699,0,0.0,1,0,3,19,1137,0,6,0.0,1,0.0,Maoists
1058,0,20.937726,85.089076,0,0.0,1,0,8,14,1113,0,9,1.0,0,1.0,Maoists
1059,0,15.800344,73.732776,0,0.0,1,0,7,2,425,0,8,0.0,1,0.0,Maoists
1060,0,18.803305,80.808911,0,0.0,1,0,7,1,1138,0,8,0.0,1,0.0,Maoists
1061,0,18.894734,80.193719,0,0.0,1,0,7,3,425,0,8,0.0,1,0.0,Maoists
1062,0,18.257257,81.298996,1,0.0,1,0,3,4,1119,0,6,0.0,0,0.0,Maoists
1063,0,19.29994,80.703422,0,0.0,1,0,2,3,1092,0,5,1.0,0,0.0,Maoists
1064,0,19.311728,84.691057,0,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Maoists
1065,0,18.973896,81.399096,1,0.0,1,0,7,1,1115,0,8,0.0,1,0.0,Maoists
1066,0,23.384612,84.651881,1,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Maoists
1067,0,20.883056,83.336111,0,0.0,1,0,1,2,1094,0,5,1.0,0,1.0,Maoists
1068,1,21.096881,81.030341,0,1.0,1,0,6,14,1104,0,5,1.0,0,1.0,Maoists
1069,0,18.487408,80.974881,1,0.0,1,0,3,4,12,0,6,0.0,0,0.0,Maoists
1070,0,17.812075,81.383041,0,0.0,1,0,2,14,1103,0,9,1.0,0,0.0,Maoists
1071,0,18.555289,81.345462,0,0.0,1,0,3,3,12,0,6,0.0,0,0.0,Maoists
1072,0,19.583711,83.500638,0,0.0,0,0,3,4,48,0,6,0.0,0,0.0,Maoists
1073,0,19.499209,81.102258,0,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Maoists
1074,0,20.489143,80.374216,0,1.0,1,0,6,14,1144,0,5,1.0,0,1.0,Maoists
1075,0,18.79776,80.819957,0,0.0,1,0,2,3,781,0,5,1.0,0,0.0,Maoists
1076,0,19.595851,81.663777,0,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Maoists
1077,0,19.853635,80.635241,0,0.0,1,0,2,14,1112,0,5,1.0,0,0.0,Maoists
1078,0,18.863646,82.876863,0,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Maoists
1079,0,22.408769,87.373316,0,1.0,0,0,3,20,6,0,6,0.0,0,0.0,Maoists
1080,1,21.4088,83.609535,0,0.0,1,0,6,14,1114,0,9,1.0,0,1.0,Maoists
1081,0,23.047112,84.541155,0,1.0,1,0,6,14,1102,0,5,1.0,0,1.0,Maoists
1082,0,19.583449,83.501022,0,0.0,1,0,3,3,85,0,6,0.0,1,0.0,Maoists
1083,0,18.391134,81.659273,0,0.0,1,0,2,14,1097,0,5,1.0,0,0.0,Maoists
1084,0,17.742874,81.396271,0,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Maoists
1085,0,18.821768,84.252903,1,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Maoists
1086,0,17.806766,81.157827,0,0.0,1,0,6,14,1089,0,5,1.0,0,1.0,Maoists
1087,0,19.709905,83.365003,0,0.0,0,0,3,3,85,0,6,0.0,0,0.0,Maoists
1088,0,18.792596,80.813556,0,0.0,1,0,3,4,12,0,6,1.0,0,0.0,Maoists
1089,0,19.596543,81.67261,1,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Maoists
1090,0,18.16408,81.953482,0,1.0,1,0,6,14,1116,0,9,1.0,0,1.0,Maoists
1091,0,23.951419,86.1946,0,0.0,1,0,2,14,1145,0,9,1.0,0,0.0,Maoists
1092,0,18.673653,80.987938,0,0.0,1,0,7,1,1098,0,5,0.0,1,0.0,Maoists
1093,0,19.102975,81.949115,0,0.0,1,0,2,14,1111,0,12,1.0,0,1.0,Maoists
1094,0,19.362415,81.181007,0,0.0,1,0,3,3,12,0,6,0.0,-9,0.0,Maoists
1095,0,18.464464,82.355801,1,0.0,1,0,7,1,514,0,5,0.0,1,0.0,Maoists
1096,0,13.08268,80.270718,0,1.0,1,0,3,1,1160,0,6,0.0,1,0.0,Muslim extremists
1097,1,39.632764,70.973749,0,0.0,1,0,6,1,1176,0,5,0.0,-9,1.0,Muslim extremists
1098,0,36.164211,0.440826,1,0.0,1,0,2,14,1173,0,5,9.0,0,0.0,Muslim extremists
1099,0,-6.208821,106.846046,0,0.0,0,0,3,7,1033,0,6,1.0,-9,0.0,Muslim extremists
1100,0,34.08374,74.789902,0,0.0,1,0,1,14,1188,0,5,1.0,0,0.0,Muslim extremists
1101,0,33.371715,74.315313,0,0.0,1,0,3,19,1149,0,6,4.0,1,0.0,Muslim extremists
1102,0,34.153695,74.667536,0,0.0,1,0,2,14,1191,0,5,2.0,0,0.0,Muslim extremists
1103,0,33.931011,75.114212,0,0.0,1,0,2,4,1175,0,5,1.0,0,0.0,Muslim extremists
1104,0,33.00581,75.210876,0,0.0,1,0,2,4,1183,0,5,1.0,0,0.0,Muslim extremists
1105,0,24.64732,46.714581,0,0.0,1,0,2,14,1161,0,5,1.0,0,0.0,Muslim extremists
1106,0,33.671638,73.056068,0,0.0,1,0,6,15,1162,0,5,7.0,1,1.0,Muslim extremists
1107,0,33.057991,44.354839,0,0.0,1,0,3,14,182,0,6,2.0,0,0.0,Muslim extremists
1108,0,31.1279,34.161843,0,0.0,0,0,2,21,1154,0,5,0.0,0,0.0,Muslim extremists
1109,0,32.867867,13.189067,0,1.0,1,0,7,15,1170,0,10,0.0,1,0.0,Muslim extremists
1110,0,-1.40232,120.758233,0,1.0,1,0,3,14,1189,0,6,0.0,1,0.0,Muslim extremists
1111,0,35.239591,8.750597,1,1.0,1,0,3,4,48,0,6,0.0,0,0.0,Muslim extremists
1112,0,48.883709,2.238342,0,0.0,1,0,2,4,1185,1,9,0.0,0,0.0,Muslim extremists
1113,0,31.126646,33.800865,1,1.0,1,0,3,6,775,0,6,1.0,0,0.0,Muslim extremists
1114,0,31.212225,34.117065,0,1.0,1,0,2,4,20,0,6,1.0,0,0.0,Muslim extremists
1115,0,31.082872,34.146267,0,1.0,1,0,2,4,20,0,6,1.0,0,0.0,Muslim extremists
1116,0,31.250196,34.24128,0,1.0,1,0,2,3,20,0,5,1.0,0,0.0,Muslim extremists
1117,0,42.98542,47.450668,0,1.0,1,0,3,1,1164,0,6,0.0,0,0.0,Muslim extremists
1118,0,-6.170593,106.757476,0,0.0,1,0,3,15,1169,0,6,0.0,1,0.0,Muslim extremists
1119,0,36.449268,8.436416,0,0.0,1,0,2,3,282,0,5,0.0,-9,0.0,Muslim extremists
1120,0,16.273716,-0.050415,0,0.0,1,0,3,6,775,0,6,0.0,0,0.0,Muslim extremists
1121,0,33.669689,44.381317,0,1.0,1,0,2,3,282,0,5,4.0,1,0.0,Muslim extremists
1122,0,36.201721,37.14352,0,0.0,1,0,3,4,48,0,6,6.0,1,0.0,Muslim extremists
1123,0,12.357456,7.903555,0,0.0,1,0,2,3,20,0,5,3.0,0,0.0,Muslim extremists
1124,0,33.241542,69.82847,0,0.0,1,0,1,10,1192,0,5,1.0,1,0.0,Muslim extremists
1125,0,32.069286,20.151144,0,0.0,1,0,1,10,1165,0,5,1.0,0,0.0,Muslim extremists
1126,0,36.269463,43.374397,0,0.0,1,0,3,14,459,0,6,0.0,-9,0.0,Muslim extremists
1127,0,34.183155,36.442126,0,0.0,1,0,2,4,332,0,5,1.0,1,-9.0,Muslim extremists
1128,0,19.464848,0.856393,0,0.0,1,0,3,7,781,0,6,0.0,1,0.0,Muslim extremists
1129,0,4.175278,73.508889,0,1.0,1,0,7,2,1163,0,8,0.0,1,0.0,Muslim extremists
1130,0,34.789675,-0.553424,0,0.0,1,0,2,4,48,0,5,2.0,0,0.0,Muslim extremists
1131,0,30.084629,31.334314,0,0.0,1,0,3,14,302,0,6,0.0,1,0.0,Muslim extremists
1132,0,16.266667,-0.05,0,0.0,1,0,2,1,1186,0,5,1.0,-9,0.0,Muslim extremists
1133,0,32.521721,11.916862,0,0.0,1,0,3,17,1157,0,6,1.0,-9,0.0,Muslim extremists
1134,0,45.183961,15.828342,0,0.0,0,0,1,15,1156,0,9,0.0,0,0.0,Muslim extremists
1135,0,32.755737,12.723051,0,0.0,1,0,7,2,1151,0,8,0.0,1,0.0,Muslim extremists
1136,0,14.457087,-4.917815,0,0.0,1,0,2,4,20,0,5,6.0,0,0.0,Muslim extremists
1137,0,30.491793,18.547119,0,0.0,1,0,3,14,752,0,6,0.0,1,0.0,Muslim extremists
1138,0,31.210951,29.946908,0,1.0,1,0,3,3,628,0,6,0.0,-9,0.0,Muslim extremists
1139,0,31.282654,30.016884,0,1.0,1,0,3,3,1179,0,6,0.0,-9,0.0,Muslim extremists
1140,0,31.927389,12.251627,1,1.0,1,0,3,9,1178,0,6,0.0,-9,0.0,Muslim extremists
1141,0,15.168486,-4.431083,0,0.0,1,0,1,2,1152,0,5,1.0,0,0.0,Muslim extremists
1142,0,31.110285,33.932247,0,0.0,1,0,3,4,250,0,6,1.0,-9,0.0,Muslim extremists
1143,0,35.031789,-85.184718,0,1.0,1,0,2,4,1182,1,5,0.0,1,0.0,Muslim extremists
1144,0,42.855556,47.187222,0,0.0,1,0,2,15,1167,0,5,1.0,0,0.0,Muslim extremists
1145,0,20.129129,-4.338905,0,1.0,1,0,7,7,1115,0,8,0.0,1,0.0,Muslim extremists
1146,0,43.878321,18.314335,0,0.0,1,0,2,4,48,1,5,2.0,1,0.0,Muslim extremists
1147,0,16.766589,-3.002562,0,0.0,1,0,1,7,1158,0,5,3.0,0,0.0,Muslim extremists
1148,0,40.064024,-82.863818,0,0.0,1,0,2,1,205,1,9,1.0,0,0.0,Muslim extremists
1149,0,48.047381,11.963047,0,0.0,1,0,2,14,13,1,9,1.0,0,0.0,Muslim extremists
1150,0,16.272278,-0.048965,1,0.0,1,0,3,4,258,0,6,2.0,1,0.0,Muslim extremists
1151,0,14.524647,-4.095559,1,0.0,1,0,3,7,258,0,6,5.0,0,0.0,Muslim extremists
1152,0,14.100087,-0.149499,0,0.0,1,0,2,3,282,0,5,3.0,1,0.0,Muslim extremists
1153,0,28.087597,30.761305,0,0.0,1,0,7,14,1148,0,8,0.0,1,0.0,Muslim extremists
1154,1,50.4501,30.5234,0,0.0,1,0,6,2,1159,0,5,0.0,1,1.0,Muslim extremists
1155,0,52.646771,0.552781,0,0.0,0,0,6,4,189,0,9,0.0,0,0.0,Muslim extremists
1156,0,15.235331,44.334139,0,0.0,1,0,2,15,198,0,6,4.0,-9,0.0,Muslim extremists
1157,0,30.608472,33.617577,0,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Muslim extremists
1158,0,15.075623,-2.219977,0,0.0,1,0,1,2,1177,0,5,1.0,0,0.0,Muslim extremists
1159,0,32.831712,21.687634,0,0.0,0,0,1,4,1155,0,5,0.0,0,0.0,Muslim extremists
1160,0,23.218062,88.09873,0,0.0,1,0,3,14,425,0,6,0.0,1,0.0,Muslim extremists
1161,0,14.929512,-3.889058,0,0.0,1,0,5,14,13,0,5,0.0,0,1.0,Muslim extremists
1162,0,6.242026,-75.564766,0,0.0,1,0,1,14,1230,0,5,2.0,0,0.0,National Liberation Army of Colombia (ELN)
1163,0,4.667128,-74.106056,0,0.0,1,0,5,10,1195,0,5,0.0,1,1.0,National Liberation Army of Colombia (ELN)
1164,0,7.116294,-73.120026,0,0.0,1,0,3,15,1203,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1165,0,6.395033,-75.259437,0,0.0,1,0,1,14,1194,0,5,7.0,0,0.0,National Liberation Army of Colombia (ELN)
1166,0,7.14266,-71.971627,0,0.0,1,0,3,4,1246,0,5,3.0,1,0.0,National Liberation Army of Colombia (ELN)
1167,0,7.08582,-70.75779,0,1.0,1,0,7,21,1210,0,8,2.0,1,0.0,National Liberation Army of Colombia (ELN)
1168,0,8.638953,-72.918372,0,0.0,1,0,3,21,1221,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1169,0,6.547306,-71.002231,0,0.0,1,0,3,21,1204,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1170,0,6.46052,-71.72989,0,0.0,1,0,2,4,1214,0,5,1.0,1,0.0,National Liberation Army of Colombia (ELN)
1171,0,6.95284,-71.87514,0,0.0,1,0,3,21,1237,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1172,0,4.809979,-75.849038,0,0.0,1,0,2,4,672,0,5,9.0,1,0.0,National Liberation Army of Colombia (ELN)
1173,0,1.878548,-76.267099,0,0.0,1,0,3,19,1208,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1174,0,9.337295,-73.653621,0,0.0,1,0,3,21,1204,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1175,0,7.946283,-72.898807,0,0.0,1,0,3,21,1240,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1176,0,10.413711,-75.533549,0,0.0,1,0,3,3,250,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1177,0,8.308585,-73.613541,0,0.0,1,0,6,10,1222,0,5,0.0,0,1.0,National Liberation Army of Colombia (ELN)
1178,0,6.15782,-75.6436,0,0.0,1,0,1,14,1205,0,5,1.0,0,0.0,National Liberation Army of Colombia (ELN)
1179,0,10.411301,-74.405661,0,0.0,1,0,3,19,892,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1180,0,5.45394,-73.36205,0,0.0,1,0,1,2,1259,0,5,1.0,0,0.0,National Liberation Army of Colombia (ELN)
1181,1,6.1876,-74.99429,0,0.0,1,0,6,1,1251,0,5,0.0,0,1.0,National Liberation Army of Colombia (ELN)
1182,0,8.607983,-72.908887,0,0.0,1,0,3,21,1204,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1183,0,6.2675,-75.568611,0,0.0,1,0,2,1,1236,0,5,3.0,1,0.0,National Liberation Army of Colombia (ELN)
1184,0,9.56049,-73.33269,0,0.0,1,0,6,2,1196,0,5,0.0,0,1.0,National Liberation Army of Colombia (ELN)
1185,0,7.243889,-76.435556,0,0.0,1,0,2,4,332,0,5,3.0,1,0.0,National Liberation Army of Colombia (ELN)
1186,0,8.833351,-73.200031,0,0.0,1,0,3,21,1204,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1187,0,8.69053,-73.66254,0,0.0,1,0,3,21,1204,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1188,0,7.894195,-72.503885,0,0.0,1,0,3,6,1235,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1189,0,10.333818,-73.181276,0,0.0,1,0,2,3,628,0,5,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1190,0,7.07786,-74.70355,0,0.0,1,0,3,21,1262,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1191,0,7.062532,-73.085812,0,0.0,1,0,3,2,1199,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1192,0,5.17069,-72.546829,1,0.0,1,0,3,21,1254,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1193,0,6.978951,-75.296249,0,0.0,1,0,3,3,859,0,6,12.0,1,0.0,National Liberation Army of Colombia (ELN)
1194,0,7.933383,-72.600048,0,0.0,1,0,2,4,804,0,5,2.0,1,0.0,National Liberation Army of Colombia (ELN)
1195,0,1.637898,-77.745208,0,0.0,1,0,1,14,1241,0,5,5.0,0,0.0,National Liberation Army of Colombia (ELN)
1196,1,6.04278,-74.99493,0,0.0,1,0,6,19,1226,0,5,0.0,1,1.0,National Liberation Army of Colombia (ELN)
1197,1,5.449497,-74.667911,0,0.0,1,0,6,14,1239,0,5,0.0,0,1.0,National Liberation Army of Colombia (ELN)
1198,0,6.43711,-75.3313,0,0.0,1,0,2,19,1263,0,8,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1199,0,11.354774,-72.520483,0,0.0,1,0,3,19,1243,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1200,0,1.338227,-77.592617,0,0.0,1,0,3,2,1193,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1201,0,8.436159,-73.286109,1,0.0,1,0,3,21,1247,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1202,0,6.95894,-71.872647,1,0.0,0,0,3,4,1217,0,6,0.0,0,0.0,National Liberation Army of Colombia (ELN)
1203,1,6.953691,-71.878846,0,0.0,1,0,6,3,1224,0,5,1.0,0,1.0,National Liberation Army of Colombia (ELN)
1204,0,6.956503,-71.859529,0,0.0,0,0,3,20,6,0,6,0.0,0,0.0,National Liberation Army of Colombia (ELN)
1205,0,8.608345,-73.316615,0,1.0,1,0,3,21,1242,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1206,1,8.833333,-73.2,0,0.0,1,0,6,1,1223,0,5,0.0,0,1.0,National Liberation Army of Colombia (ELN)
1207,0,8.533734,-73.456863,0,0.0,1,0,3,21,1220,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1208,0,6.33336,-71.48332,0,0.0,1,0,3,21,1229,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1209,1,6.067805,-77.164991,1,0.0,1,0,6,14,13,0,5,1.0,0,1.0,National Liberation Army of Colombia (ELN)
1210,0,8.40255,-73.20768,1,0.0,1,0,2,4,12,0,6,6.0,0,0.0,National Liberation Army of Colombia (ELN)
1211,0,8.59674,-73.22737,0,0.0,1,0,3,4,1209,0,6,4.0,1,0.0,National Liberation Army of Colombia (ELN)
1212,0,7.605683,-74.806265,0,0.0,1,0,3,3,12,0,6,3.0,0,0.0,National Liberation Army of Colombia (ELN)
1213,0,7.081767,-70.753639,0,0.0,1,0,3,4,1253,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1214,0,8.251932,-73.353994,0,0.0,0,0,3,20,6,0,6,0.0,0,0.0,National Liberation Army of Colombia (ELN)
1215,0,5.800014,-72.196155,0,0.0,1,0,7,19,56,0,8,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1216,0,6.457094,-71.745515,1,0.0,1,0,2,14,1249,0,5,2.0,0,0.0,National Liberation Army of Colombia (ELN)
1217,0,7.032926,-72.06382,1,0.0,1,0,3,21,1204,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
1218,0,6.9853,-72.0127,0,0.0,1,0,3,21,1244,0,6,0.0,-9,0.0,National Liberation Army of Colombia (ELN)
1219,1,7.137932,-72.664123,0,0.0,1,0,6,1,1231,0,5,0.0,0,1.0,National Liberation Army of Colombia (ELN)
1220,0,2.080071,-76.813661,0,0.0,1,0,2,3,1257,0,5,3.0,1,0.0,National Liberation Army of Colombia (ELN)
1221,0,15.544809,120.763556,0,0.0,1,0,5,14,1265,0,5,0.0,1,1.0,New People's Army (NPA)
1222,0,10.295334,123.87825,0,0.0,1,0,1,3,1306,0,5,3.0,0,0.0,New People's Army (NPA)
1223,0,7.515731,123.172442,0,0.0,1,0,2,4,1264,0,5,4.0,1,0.0,New People's Army (NPA)
1224,0,16.030344,120.229921,0,0.0,1,0,1,3,1280,0,5,1.0,0,0.0,New People's Army (NPA)
1225,0,18.537136,120.765284,0,0.0,1,0,6,2,1315,0,5,1.0,0,1.0,New People's Army (NPA)
1226,0,6.750046,125.35626,0,0.0,1,0,2,4,1295,0,5,8.0,1,0.0,New People's Army (NPA)
